,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nationality,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,GDP,status
118,single,General Contingent,2,Veterinary Nursing,daytime,secondary education,140.0,Portuguese,137.0,No,No,No,yes,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
119,single,General Contingent,1,Management,daytime,secondary education,127.0,Portuguese,121.8,No,No,No,yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
120,single,2nd general contingent,1,Tourism,daytime,secondary education,133.1,Portuguese,131.0,Yes,No,No,yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
121,single,General Contingent,2,Management,daytime,secondary education,120.0,Portuguese,118.6,Yes,No,No,yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
122,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,137.0,Portuguese,122.3,No,No,No,yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
123,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,131.0,Portuguese,127.9,No,No,No,yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
124,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,130.0,Portuguese,121.3,Yes,No,No,yes,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
125,single,2nd general contingent,6,Oral Hygiene,daytime,secondary education,122.0,Portuguese,117.1,Yes,No,No,yes,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
126,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,technological specialization course,160.0,Portuguese,160.0,Yes,No,No,yes,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
127,single,General Contingent,1,Basic Education,daytime,secondary education,146.0,Portuguese,145.3,Yes,No,No,yes,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
128,single,2nd general contingent,3,Social Service,daytime,secondary education,131.0,Portuguese,122.6,Yes,No,No,yes,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
129,single,2nd general contingent,6,Nursing,daytime,secondary education,132.0,Portuguese,128.0,Yes,No,No,yes,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
130,single,General Contingent,3,Nursing,daytime,secondary education,138.0,Portuguese,124.9,Yes,No,No,yes,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
131,single,2nd general contingent,2,Communication Design,daytime,secondary education,130.0,Portuguese,123.7,Yes,No,No,yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
132,single,General Contingent,4,Management,daytime,secondary education,126.0,Portuguese,120.1,Yes,No,No,yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
133,single,2nd general contingent,6,Nursing,daytime,secondary education,148.0,Portuguese,131.7,Yes,No,No,yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
134,single,Change of Course,1,Social Service,daytime,secondary education,130.0,Portuguese,133.2,No,No,No,yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
135,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,117.0,Portuguese,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
136,single,2nd general contingent,1,Advertising and Marketing Management,daytime,secondary education,120.0,Portuguese,113.0,Yes,No,No,yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
137,single,General Contingent,1,Journalism and Communication,daytime,secondary education,153.0,Portuguese,157.9,No,No,Yes,yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
138,single,General Contingent,2,Nursing,daytime,secondary education,117.0,Portuguese,112.1,No,No,No,yes,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
139,single,3rd general contingent,1,Nursing,daytime,secondary education,178.0,Portuguese,174.7,No,No,No,yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
140,single,General Contingent,5,Nursing,daytime,secondary education,129.0,Portuguese,128.8,Yes,No,No,yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
141,single,General Contingent,6,Journalism and Communication,daytime,secondary education,116.0,Portuguese,110.1,Yes,No,No,yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
142,single,Change of institution/course,1,Management,daytime,secondary education,99.0,Portuguese,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
143,single,General Contingent,3,Social Service,daytime,secondary education,135.0,Portuguese,121.0,Yes,No,No,yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
144,single,General Contingent,3,Nursing,daytime,secondary education,141.0,Portuguese,131.7,Yes,No,No,yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
145,single,2nd general contingent,5,Basic Education,daytime,secondary education,132.0,Portuguese,119.1,Yes,No,No,yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
146,single,General Contingent,4,Tourism,daytime,secondary education,132.0,Portuguese,124.7,Yes,No,No,yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
147,single,2nd general contingent,1,Tourism,daytime,secondary education,113.0,Portuguese,117.2,Yes,No,No,yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
148,single,General Contingent,1,Management,daytime,secondary education,134.0,Portuguese,128.8,No,No,No,yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
149,single,General Contingent,1,Nursing,daytime,secondary education,136.0,Portuguese,131.5,No,No,No,yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
150,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,136.0,Portuguese,121.7,Yes,No,No,yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
151,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,129.0,Portuguese,123.4,No,No,No,yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
152,single,2nd general contingent,1,Basic Education,daytime,secondary education,138.0,Portuguese,124.7,Yes,No,No,yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
153,single,General Contingent,1,Basic Education,daytime,secondary education,137.0,Portuguese,132.8,Yes,No,No,yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
154,single,Change of Course,1,Basic Education,daytime,secondary education,115.0,Portuguese,108.7,Yes,No,No,yes,Female,No,21,No,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
155,single,General Contingent,1,Basic Education,daytime,secondary education,129.0,Portuguese,138.1,No,No,No,yes,Female,No,19,No,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
156,single,General Contingent,1,Management,daytime,secondary education,131.0,Portuguese,126.5,No,No,No,yes,Female,Yes,18,No,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
157,single,2nd general contingent,2,Social Service,daytime,secondary education,133.0,Portuguese,127.4,Yes,No,No,yes,Female,Yes,18,No,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
158,single,General Contingent,3,Social Service,daytime,secondary education,125.0,Portuguese,123.6,Yes,No,No,yes,Female,No,20,No,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
159,single,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,120.0,Portuguese,122.0,No,No,No,yes,Female,Yes,24,No,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
160,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,128.0,Portuguese,118.2,No,No,No,yes,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
161,single,General Contingent,1,Nursing,daytime,secondary education,127.0,Portuguese,123.9,Yes,No,No,yes,Female,Yes,18,No,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
162,single,General Contingent,2,Nursing,daytime,secondary education,134.0,Portuguese,125.8,Yes,No,No,yes,Female,No,18,No,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
163,single,2nd general contingent,5,Basic Education,daytime,secondary education,132.0,Portuguese,123.3,Yes,No,No,yes,Female,No,21,No,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
164,single,2nd general contingent,2,Advertising and Marketing Management,daytime,secondary education,124.0,Portuguese,124.4,No,No,No,yes,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
165,single,2nd general contingent,1,Journalism and Communication,daytime,secondary education,133.1,Portuguese,126.0,No,No,No,yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
166,widower,Over 23 years old,1,Agronomy,daytime,secondary education,170.0,Portuguese,170.0,No,No,Yes,yes,Female,No,47,No,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled
167,single,2nd general contingent,3,Social Service,daytime,secondary education,125.0,Portuguese,121.5,No,No,No,yes,Female,No,19,No,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
168,single,Over 23 years old,1,Nursing,daytime,higher education - degree,130.0,Portuguese,130.0,No,No,No,yes,Female,No,29,No,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
169,single,Change of Course,1,Social Service,daytime,secondary education,125.0,Portuguese,117.0,Yes,No,No,yes,Female,No,21,No,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
170,single,Over 23 years old,1,Veterinary Nursing,daytime,secondary education,130.0,Portuguese,130.0,Yes,No,No,yes,Female,No,28,No,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
171,single,2nd general contingent,2,Oral Hygiene,daytime,secondary education,133.1,Portuguese,108.0,No,No,No,yes,Female,No,20,No,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
172,single,2nd general contingent,1,Nursing,daytime,secondary education,131.0,Portuguese,132.3,Yes,No,No,yes,Female,No,19,No,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate
173,single,Transfer,1,Social Service (evening attendance),evening,secondary education,150.0,Portuguese,148.0,No,No,No,yes,Female,No,26,No,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
174,single,2nd general contingent,2,Tourism,daytime,secondary education,125.0,Portuguese,122.6,Yes,No,Yes,No,Female,No,20,No,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
175,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,131.0,Portuguese,123.0,Yes,No,No,yes,Female,Yes,18,No,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
176,single,Over 23 years old,1,Basic Education,daytime,secondary education,130.0,Portuguese,102.5,No,No,No,yes,Female,No,27,No,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate
177,single,General Contingent,2,Nursing,daytime,secondary education,123.0,Portuguese,113.3,Yes,No,No,yes,Female,No,20,No,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
178,single,General Contingent,5,Basic Education,daytime,secondary education,141.0,Portuguese,133.0,Yes,No,No,yes,Female,No,18,No,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
179,single,Holders of other higher courses,1,Nursing,daytime,higher education - degree,140.0,Portuguese,140.0,No,No,No,yes,Female,No,33,No,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout
180,single,Change of Course,1,Basic Education,daytime,secondary education,140.0,Portuguese,128.3,Yes,No,No,yes,Female,No,35,No,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate
181,single,Technological specialization diploma holders,1,Management (evening attendance,evening,technological specialization course,140.0,Portuguese,140.0,No,No,No,yes,Female,Yes,26,No,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled
182,single,Over 23 years old,1,Journalism and Communication,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,104.0,No,No,Yes,No,Female,No,27,No,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
183,single,3rd general contingent,3,Communication Design,daytime,secondary education,131.0,Portuguese,122.3,Yes,No,No,No,Female,No,19,No,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
184,single,2nd general contingent,2,Tourism,daytime,secondary education,143.0,Portuguese,135.0,No,No,No,yes,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
185,single,3rd general contingent,2,Management,daytime,secondary education,132.0,Portuguese,119.1,Yes,No,Yes,No,Female,No,20,No,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout
186,single,Change of Course,1,Social Service,daytime,secondary education,143.0,Portuguese,126.6,No,No,Yes,No,Female,No,21,No,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled
187,single,2nd general contingent,3,Nursing,daytime,secondary education,141.0,Portuguese,129.0,Yes,No,No,yes,Female,Yes,18,No,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate
188,single,Over 23 years old,1,Veterinary Nursing,daytime,secondary education,133.1,Portuguese,162.3,Yes,No,No,yes,Female,No,24,No,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
189,single,2nd general contingent,4,Communication Design,daytime,secondary education,148.0,Portuguese,163.4,Yes,No,No,yes,Female,No,20,No,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate
190,single,General Contingent,1,Tourism,daytime,secondary education,125.0,Portuguese,121.5,No,No,No,yes,Female,Yes,21,No,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
191,single,General Contingent,1,Social Service (evening attendance),evening,secondary education,120.0,Portuguese,122.8,No,No,No,yes,Female,No,23,No,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled
192,single,Over 23 years old,1,Management,daytime,secondary education,140.0,Portuguese,118.0,Yes,No,No,yes,Female,No,24,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
193,single,Change of institution/course,1,Basic Education,daytime,secondary education,139.0,Portuguese,134.0,No,No,No,yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
194,single,General Contingent,4,Nursing,daytime,secondary education,142.0,Portuguese,129.8,Yes,No,No,yes,Female,No,18,No,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate
195,single,Over 23 years old,1,Management (evening attendance,evening,higher education - degree (1st cycle),130.0,Portuguese,152.0,Yes,No,No,yes,Female,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
196,single,3rd general contingent,6,Nursing,daytime,secondary education,126.0,Portuguese,122.8,Yes,No,No,yes,Female,No,18,No,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate
197,single,Holders of other higher courses,1,Informatics Engineering,daytime,higher education - degree,150.0,Portuguese,150.0,No,No,No,yes,Female,No,35,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
198,single,General Contingent,1,Basic Education,daytime,secondary education,130.0,Portuguese,131.8,No,No,No,yes,Female,No,18,No,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,Graduate
199,single,Over 23 years old,1,Nursing,daytime,secondary education,120.0,Portuguese,105.9,No,No,No,yes,Female,No,35,No,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,Enrolled
200,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,138.0,Portuguese,132.1,Yes,No,No,yes,Female,No,19,No,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,Graduate
201,single,General Contingent,4,Social Service,daytime,secondary education,127.0,Portuguese,127.4,Yes,No,No,yes,Female,No,20,No,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,Graduate
202,single,General Contingent,4,Nursing,daytime,secondary education,140.0,Portuguese,129.5,Yes,No,No,yes,Female,No,18,No,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,Graduate
203,single,Technological specialization diploma holders,1,Social Service,daytime,technological specialization course,130.0,Portuguese,126.7,No,No,Yes,yes,Female,No,21,No,3,6,6,6,12.166666666666666,0,2,6,7,6,11.714285714285714,0,13.9,-0.3,0.79,Graduate
204,single,2nd general contingent,2,Social Service,daytime,secondary education,128.0,Portuguese,116.5,No,No,No,yes,Female,Yes,18,No,0,6,11,5,11.142857142857142,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate
205,single,General Contingent,1,Social Service,daytime,secondary education,132.0,Portuguese,119.1,Yes,No,No,yes,Female,No,18,No,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate
206,single,General Contingent,2,Nursing,daytime,secondary education,149.0,Portuguese,126.5,Yes,No,No,yes,Female,No,18,No,0,8,8,7,12.914285714285713,0,0,8,8,7,12.914285714285713,0,12.7,3.7,-1.7,Graduate
207,single,General Contingent,4,Journalism and Communication,daytime,secondary education,155.0,Portuguese,149.8,Yes,No,No,yes,Female,Yes,18,No,0,6,6,6,13.833333333333334,0,0,6,6,6,14.166666666666666,0,16.2,0.3,-0.92,Graduate
208,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,120.0,Portuguese,115.1,Yes,No,No,yes,Female,No,19,No,0,6,8,6,13.857142857142858,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate
209,single,Over 23 years old,1,Tourism,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,124.5,No,No,No,yes,Female,Yes,36,No,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout
210,single,General Contingent,2,Nursing,daytime,secondary education,131.0,Portuguese,128.3,Yes,No,No,yes,Female,Yes,18,No,0,8,8,7,12.642857142857142,0,0,8,8,7,12.642857142857142,0,12.7,3.7,-1.7,Graduate
211,single,General Contingent,1,Nursing,daytime,secondary education,149.0,Portuguese,136.0,No,No,No,yes,Female,Yes,18,No,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate
212,single,Change of Course,1,Equinculture,daytime,secondary education,140.0,Portuguese,140.0,Yes,No,No,yes,Female,Yes,20,No,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,Graduate
213,single,Over 23 years old,1,Management (evening attendance,evening,secondary education,133.1,Portuguese,126.3,No,No,No,yes,Female,Yes,26,No,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
214,single,Change of Course,1,Journalism and Communication,daytime,secondary education,122.0,Portuguese,126.9,No,No,No,yes,Female,No,21,No,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate
215,single,Over 23 years old,1,Oral Hygiene,daytime,higher education - degree (1st cycle),130.0,Portuguese,145.0,No,No,No,yes,Female,No,25,No,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled
216,single,3rd general contingent,1,Management,daytime,secondary education,121.0,Portuguese,115.8,Yes,No,No,yes,Female,Yes,19,No,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate
217,single,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,120.0,Portuguese,100.0,Yes,No,No,yes,Female,No,24,No,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout
218,single,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,133.1,Portuguese,102.5,No,No,No,yes,Female,Yes,27,No,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout
219,single,2nd general contingent,1,Veterinary Nursing,daytime,secondary education,121.0,Portuguese,131.5,No,No,No,yes,Female,No,21,No,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout
220,single,General Contingent,1,Management,daytime,secondary education,133.0,Portuguese,147.0,No,No,No,yes,Female,Yes,18,No,0,5,7,4,13.0,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
221,married,General Contingent,4,Basic Education,daytime,secondary education,134.0,Portuguese,122.5,No,Yes,No,yes,Female,Yes,19,No,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
222,single,General Contingent,3,Tourism,daytime,secondary education,115.0,Portuguese,117.5,Yes,No,No,yes,Female,No,18,No,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout
223,single,Change of institution/course,1,Nursing,daytime,secondary education,127.0,Portuguese,150.0,No,No,No,yes,Female,Yes,19,No,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,Graduate
224,single,3rd general contingent,1,Nursing,daytime,secondary education,135.0,Portuguese,127.5,Yes,No,No,yes,Female,Yes,19,No,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate
